Longitude,Latitude,Elevation
-94.62916667034148,36.462500003547504,0
-94.54583333700849,36.462500003547504,158
-94.4625000036755,36.462500003547504,192
-94.37916667034247,36.462500003547504,187
-94.29583333700947,36.462500003547504,201
-94.21250000367648,36.462500003547504,152
-94.1291666703435,36.462500003547504,200
-94.04583333701048,36.462500003547504,203
-93.96250000367746,36.462500003547504,200
-93.87916667034447,36.462500003547504,222
-93.79583333701149,36.462500003547504,228
-93.71250000367847,36.462500003547504,170
-93.62916667034547,36.462500003547504,157
-93.54583333701248,36.462500003547504,142
-93.4625000036795,36.462500003547504,186
-93.37916667034648,36.462500003547504,209
-93.29583333701348,36.462500003547504,200
-93.2125000036805,36.462500003547504,195
-93.12916667034749,36.462500003547504,183
-93.04583333701447,36.462500003547504,179
-92.96250000368147,36.462500003547504,185
-92.87916667034848,36.462500003547504,179
-92.7958333370155,36.462500003547504,191
-92.71250000368248,36.462500003547504,181
-92.62916667034946,36.462500003547504,172
-92.5458333370165,36.462500003547504,173
-92.46250000368349,36.462500003547504,200
-92.37916667035047,36.462500003547504,201
-92.29583333701747,36.462500003547504,199
-92.21250000368448,36.462500003547504,189
-92.1291666703515,36.462500003547504,171
-92.04583333701848,36.462500003547504,152
-91.96250000368548,36.462500003547504,170
-91.8791666703525,36.462500003547504,188
-91.79583333701949,36.462500003547504,192
-91.71250000368647,36.462500003547504,178
-91.62916667035347,36.462500003547504,189
-91.54583333702048,36.462500003547504,209
-91.46250000368748,36.462500003547504,159
-91.37916667035448,36.462500003547504,145
-91.29583333702146,36.462500003547504,186
-91.2125000036885,36.462500003547504,74
-91.12916667035549,36.462500003547504,35
-91.04583333702247,36.462500003547504,209
-90.96250000368947,36.462500003547504,209
-90.87916667035648,36.462500003547504,88
-90.79583333702348,36.462500003547504,169
-90.71250000369048,36.462500003547504,169
-90.62916667035748,36.462500003547504,126
-90.54583333702449,36.462500003547504,126
-90.46250000369149,36.462500003547504,126
-90.37916667035847,36.462500003547504,81
-90.29583333702547,36.462500003547504,106
-90.21250000369248,36.462500003547504,130
-90.12916667035948,36.462500003547504,0
-90.0458333370265,36.462500003547504,0
-89.96250000369349,36.462500003547504,0
-89.8791666703605,36.462500003547504,0
-89.79583333702749,36.462500003547504,0
-89.71250000369447,36.462500003547504,0
-89.62916667036147,36.462500003547504,0
-94.62916667034148,36.379166670214495,0
-94.54583333700849,36.379166670214495,159
-94.4625000036755,36.379166670214495,192
-94.37916667034247,36.379166670214495,196
-94.29583333700947,36.379166670214495,205
-94.21250000367648,36.379166670214495,196
-94.1291666703435,36.379166670214495,200
-94.04583333701048,36.379166670214495,203
-93.96250000367746,36.379166670214495,209
-93.87916667034447,36.379166670214495,223
-93.79583333701149,36.379166670214495,221
-93.71250000367847,36.379166670214495,205
-93.62916667034547,36.379166670214495,196
-93.54583333701248,36.379166670214495,192
-93.4625000036795,36.379166670214495,191
-93.37916667034648,36.379166670214495,205
-93.29583333701348,36.379166670214495,200
-93.2125000036805,36.379166670214495,196
-93.12916667034749,36.379166670214495,207
-93.04583333701447,36.379166670214495,155
-92.96250000368147,36.379166670214495,145
-92.87916667034848,36.379166670214495,132
-92.7958333370155,36.379166670214495,141
-92.71250000368248,36.379166670214495,159
-92.62916667034946,36.379166670214495,167
-92.5458333370165,36.379166670214495,189
-92.46250000368349,36.379166670214495,169
-92.37916667035047,36.379166670214495,185
-92.29583333701747,36.379166670214495,186
-92.21250000368448,36.379166670214495,170
-92.1291666703515,36.379166670214495,154
-92.04583333701848,36.379166670214495,148
-91.96250000368548,36.379166670214495,161
-91.8791666703525,36.379166670214495,173
-91.79583333701949,36.379166670214495,186
-91.71250000368647,36.379166670214495,179
-91.62916667035347,36.379166670214495,201
-91.54583333702048,36.379166670214495,86
-91.46250000368748,36.379166670214495,148
-91.37916667035448,36.379166670214495,170
-91.29583333702146,36.379166670214495,209
-91.2125000036885,36.379166670214495,208
-91.12916667035549,36.379166670214495,176
-91.04583333702247,36.379166670214495,200
-90.96250000368947,36.379166670214495,88
-90.87916667035648,36.379166670214495,88
-90.79583333702348,36.379166670214495,88
-90.71250000369048,36.379166670214495,126
-90.62916667035748,36.379166670214495,126
-90.54583333702449,36.379166670214495,126
-90.46250000369149,36.379166670214495,45
-90.37916667035847,36.379166670214495,81
-90.29583333702547,36.379166670214495,25
-90.21250000369248,36.379166670214495,75
-90.12916667035948,36.379166670214495,126
-90.0458333370265,36.379166670214495,0
-89.96250000369349,36.379166670214495,0
-89.8791666703605,36.379166670214495,0
-89.79583333702749,36.379166670214495,0
-89.71250000369447,36.379166670214495,0
-89.62916667036147,36.379166670214495,0
-94.62916667034148,36.29583333688151,0
-94.54583333700849,36.29583333688151,163
-94.4625000036755,36.29583333688151,195
-94.37916667034247,36.29583333688151,199
-94.29583333700947,36.29583333688151,215
-94.21250000367648,36.29583333688151,210
-94.1291666703435,36.29583333688151,207
-94.04583333701048,36.29583333688151,207
-93.96250000367746,36.29583333688151,211
-93.87916667034447,36.29583333688151,201
-93.79583333701149,36.29583333688151,193
-93.71250000367847,36.29583333688151,199
-93.62916667034547,36.29583333688151,199
-93.54583333701248,36.29583333688151,191
-93.4625000036795,36.29583333688151,195
-93.37916667034648,36.29583333688151,202
-93.29583333701348,36.29583333688151,191
-93.2125000036805,36.29583333688151,198
-93.12916667034749,36.29583333688151,214
-93.04583333701447,36.29583333688151,203
-92.96250000368147,36.29583333688151,200
-92.87916667034848,36.29583333688151,208
-92.7958333370155,36.29583333688151,214
-92.71250000368248,36.29583333688151,217
-92.62916667034946,36.29583333688151,179
-92.5458333370165,36.29583333688151,205
-92.46250000368349,36.29583333688151,167
-92.37916667035047,36.29583333688151,166
-92.29583333701747,36.29583333688151,195
-92.21250000368448,36.29583333688151,163
-92.1291666703515,36.29583333688151,159
-92.04583333701848,36.29583333688151,159
-91.96250000368548,36.29583333688151,171
-91.8791666703525,36.29583333688151,184
-91.79583333701949,36.29583333688151,185
-91.71250000368647,36.29583333688151,173
-91.62916667035347,36.29583333688151,179
-91.54583333702048,36.29583333688151,47
-91.46250000368748,36.29583333688151,156
-91.37916667035448,36.29583333688151,209
-91.29583333702146,36.29583333688151,88
-91.2125000036885,36.29583333688151,189
-91.12916667035549,36.29583333688151,88
-91.04583333702247,36.29583333688151,88
-90.96250000368947,36.29583333688151,88
-90.87916667035648,36.29583333688151,169
-90.79583333702348,36.29583333688151,169
-90.71250000369048,36.29583333688151,126
-90.62916667035748,36.29583333688151,126
-90.54583333702449,36.29583333688151,126
-90.46250000369149,36.29583333688151,81
-90.37916667035847,36.29583333688151,81
-90.29583333702547,36.29583333688151,70
-90.21250000369248,36.29583333688151,169
-90.12916667035948,36.29583333688151,126
-90.0458333370265,36.29583333688151,0
-89.96250000369349,36.29583333688151,0
-89.8791666703605,36.29583333688151,0
-89.79583333702749,36.29583333688151,0
-89.71250000369447,36.29583333688151,0
-89.62916667036147,36.29583333688151,0
-94.62916667034148,36.212500003548506,0
-94.54583333700849,36.212500003548506,207
-94.4625000036755,36.212500003548506,206
-94.37916667034247,36.212500003548506,206
-94.29583333700947,36.212500003548506,210
-94.21250000367648,36.212500003548506,207
-94.1291666703435,36.212500003548506,203
-94.04583333701048,36.212500003548506,207
-93.96250000367746,36.212500003548506,201
-93.87916667034447,36.212500003548506,191
-93.79583333701149,36.212500003548506,194
-93.71250000367847,36.212500003548506,208
-93.62916667034547,36.212500003548506,201
-93.54583333701248,36.212500003548506,194
-93.4625000036795,36.212500003548506,198
-93.37916667034648,36.212500003548506,200
-93.29583333701348,36.212500003548506,184
-93.2125000036805,36.212500003548506,208
-93.12916667034749,36.212500003548506,221
-93.04583333701447,36.212500003548506,210
-92.96250000368147,36.212500003548506,215
-92.87916667034848,36.212500003548506,184
-92.7958333370155,36.212500003548506,189
-92.71250000368248,36.212500003548506,185
-92.62916667034946,36.212500003548506,191
-92.5458333370165,36.212500003548506,176
-92.46250000368349,36.212500003548506,174
-92.37916667035047,36.212500003548506,171
-92.29583333701747,36.212500003548506,209
-92.21250000368448,36.212500003548506,84
-92.1291666703515,36.212500003548506,163
-92.04583333701848,36.212500003548506,170
-91.96250000368548,36.212500003548506,171
-91.8791666703525,36.212500003548506,178
-91.79583333701949,36.212500003548506,205
-91.71250000368647,36.212500003548506,187
-91.62916667035347,36.212500003548506,166
-91.54583333702048,36.212500003548506,179
-91.46250000368748,36.212500003548506,177
-91.37916667035448,36.212500003548506,192
-91.29583333702146,36.212500003548506,37
-91.2125000036885,36.212500003548506,13
-91.12916667035549,36.212500003548506,88
-91.04583333702247,36.212500003548506,169
-90.96250000368947,36.212500003548506,88
-90.87916667035648,36.212500003548506,169
-90.79583333702348,36.212500003548506,126
-90.71250000369048,36.212500003548506,126
-90.62916667035748,36.212500003548506,81
-90.54583333702449,36.212500003548506,81
-90.46250000369149,36.212500003548506,85
-90.37916667035847,36.212500003548506,45
